OPIS_ID|OPIS_DANE|OPIS_AUTOR|OPIS_TYTUL|OPIS_WYDAWCA|OPIS_MWYD|OPIS_RWYD|ZKS_SYGNAT|RKS_TEKST
3159|001  amol2000080  a37.015.3:159.953:371.3100  a9359245  aRewolucja w uczeniucGordon Dryden, Jeannette Vos ; przekł. Bożena Jóźwiak260  aPoznańbZysk i S-ka. Wydaw.ccop. 2003300  a543, [1] s.bil.c23 cm500  aTyt. oryg.: The learning revolutio|Dryden, Gordon (1931- ).|Rewolucja w uczeniu|Zysk i S-ka. Wydaw.|Poznań|cop. 2003|dydaktyka i pedagogi|Dydaktyka i pedagogika
3160|001  amol2000080  a821.162.1-3100  a6466245  aDziedziczkicAndrzej Pilipiuk ; il. Katarzyna Oleska250  aWyd. 3260  aLublinbFabryka Słówc2010300  a303, [1] s.bil.c20 cm440  a430xv440  a129xv500  aStanowi cz. 3. trylogii650  a800
|Pilipiuk, Andrzej (1974- ).|Dziedziczki|Fabryka Słów|Lublin|2010|fantastyka|Beletrystyka
3161|001  amol2000080  a821.111(73)-3100  a9362245  aWichry archipelagucBradley P. Beaulieu ; z ang. przł. Marek Pawelec260  aWarszawabPrószyński i S-kac2011300  a634 [6] s.c19 cm650  a800700  a9363920  a978-83-7648-918-6|Beaulieu, Bradley P.|Wichry archipelagu|Prószyński i S-ka|Warszawa|2011|fantastyka|Beletrystyka
3162|001  amol2000100  a9364245  aPrzywoływacz duszcGail Z. Martin ; z nag. przeł. Marta Koniarek260  aKrakówbWydawnictwo "Dwójka bez sternika"c2011300  a571 [5] s.c21 cm650  a800700  a9365|Martin, Gail Z.|Przywoływacz dusz|Wydawnictwo "Dwójka bez sterni|Kraków|2011|fantastyka|Beletrystyka
3163|001  amol2000080  a159.9-058.833:615.851100  a9366245  aMiłość szczęśliwabterapia par Berta Hellingeracred. Johannes Neuhauser ; przekł. Zenon Mazurczak260  aWarszawabJacek Santorski & Coccop. 2004300  a354 s.brys.c21 cm440  a431xv500|Neuhauser, Johannes. Red.|Miłość szczęśliwa : terapia par Berta Hellingera|Jacek Santorski & Co|Warszawa|cop. 2004|psychologia|Naukowe i popularnonaukowe
3164|001  amol2000080  a316.77:808.5100  a5881245  aJak mówić by nas słuchanobpsychologia pozytywnej komunikacjicIwona Majewska-Opiełka260  aGdańskbGdańskie Wydawnictwo Psychologicznec2010300  a171 s.bil.c17 cm500  aBibliogr. s. 163-164650  |Majewska-Opiełka, Iwona.|Jak mówić by nas słuchano : psychologia pozytywnej|Gdańskie Wydawnictwo Psycholog|Gdańsk|2010|socjologia|Naukowe i popularnonaukowe
3165|001  amol2000080  a272-187/-188100  a9368245  aWszystko, co chciałbyś wiedzieć o niebie... ale nie śniło ci się zapytaćcPeter Kreeft ; przekł. Joanna Petry Mroczkowska260  aKrakówbSpołeczny Instytut Wydawniczy Znakc2010300  a292, [4] s.
bil.
c|Kreeft, Peter (1930- ).|Wszystko, co chciałbyś wiedzieć o niebie... ale ni|Społeczny Instytut Wydawniczy |Kraków|2010|religie|Naukowe i popularnonaukowe
3166|001  amol2000080  a159.9100  a9370245  aDroga do miłościcDeepak Chopra ; przeł. Jerzy Paweł Listwan260  aKonstancin-JeziornabWydawnictwo Mediumc2008300  a392 [8] s.c21 cm650  a1102700  a9371920  a978-83-87025-56-4|Chopra, Deepak|Droga do miłości|Wydawnictwo Medium|Konstancin-Jeziorna|2008|psychologia|Naukowe i popularnonaukowe
3167|001  amol2000080  a821.162.1-3100  a6466245  aKuzynkicAndrzej Pilipiuk ; il. Katarzyna Oleska250  aWyd. 3260  aLublinbFabryka Słówc2011300  a319, [1] s.bil.c21 cm440  a430xv440  a129xv500  aStanowi cz. 1. trylogii650  a800700|Pilipiuk, Andrzej (1974- ).|Kuzynki|Fabryka Słów|Lublin|2011|fantastyka|Beletrystyka
3169|001  amol2000080  a61:7.01:82(091)100  a7310245  aKatharsisbo uzdrowicielskiej mocy natury i sztukicAndrzej Szczeklik ; wstęp Czesław Miłosz260  aKrakówb"Znak"c2003300  a170, [4] s.bil. kolor.c22 cm650  a1185650  a1186650  a524700  |Szczeklik, Andrzej (1938- ).|Katharsis : o uzdrowicielskiej mocy natury i sztuk|"Znak"|Kraków|2003|medycyna|Naukowe i popularnonaukowe
3170|001  amol2000080  a821.111(73)-3100  a7294245  aWielki BazarbZłoto BrayanacPeter V. Brett ; przeł. Marcin Mortka ; [il. Dominik Broniek]260  aLublinbFabryka Słówc2011300  a210, [14] s.bil.c21 cm440  a433xv1500  aTyt. oryg.: The great |Brett, Peter V. (1973- ).|Wielki Bazar : Złoto Brayana|Fabryka Słów|Lublin|2011|fantastyka|Beletrystyka
3171|001  amol2000080  a821.134.3(81)-3100  a6229245  aAlefcPaulo Coelho ; w przekł. Zofii Stanisławskiej260  aWarszawabDrzewo Babelccop. 2011300  a235, [5] s.c21 cm440  a434xv500  aTyt. oryg.: "O Aleph" 2010650  a286700  a6230920  a97|Coelho, Paulo (1947- ).|Alef|Drzewo Babel|Warszawa|cop. 2011|beletrystyka|Beletrystyka
3172|001  amol2000080  a821.162.1-3100  a9375245  aSiedliskobna podstawie scenariusza Wandy Majerówny i Zofii Nasierowskiej do serialu pod tym samym tytułemcJanusz Majewski260  aWarszawabMarginesyc2011300  a494 [2]c21 cm650  a1920  a978-83-93|Majewski, Janusz|Siedlisko : na podstawie scenariusza Wandy Majerów|Marginesy|Warszawa|2011|beletrystyka|Beletrystyka
3173|001  amol2000080  a821.162.1-3100  a7919245  aChaszczecJan Grzegorczyk260  aKrakówbSpołeczny Instytut Wydawniczy Znakc2009300  a371, [5] s.c21 cm440  a73xv650  a1920  a978-83-240-1215-2|Grzegorczyk, Jan (1959- ).|Chaszcze|Społeczny Instytut Wydawniczy |Kraków|2009|beletrystyka|Beletrystyka
3174|001  amol2000080  a821.162.1-3100  a6338245  aZuzanna nie istniejecMarta Fox260  aKrakówbWydawnictwo Literackiec2011300  a243, [4] s.c20 cm650  a1920  a978-83-08-04736-1|Fox, Marta (1952- ).|Zuzanna nie istnieje|Wydawnictwo Literackie|Kraków|2011|beletrystyka|Beletrystyka
3175|001  amol2000080  a821.162.1-3100  a6114245  aMury HebronucAndrzej Stasiuk250  aWyd. 7260  aWołowiecbWydawnictwo Czarnec2011300  a159, [2] s.c20 cm650  a2432920  a978-83-7536-119-3|Stasiuk, Andrzej (1960- ).|Mury Hebronu|Wydawnictwo Czarne|Wołowiec|2011|beletrystyka|Beletrystyka
3176|001  amol2000080  a821.162.1-3100  a9376245  aDom w ToskaniicAnita Stojałowska260  aPoznańbZysk i S-ka Wydawnictwoc2010300  a333 [2]c21 cm650  a1920  a978-83-7506-586-2|Stojałowska, Anita|Dom w Toskanii|Zysk i S-ka Wydawnictwo|Poznań|2010|beletrystyka|Beletrystyka
3177|001  amol2000080  a821.111-3100  a9377245  aAssassin's Creed: Bractwo.cOliver Bowden ; z ang. przeł. Przemysław Bieliński 260  aKrakówbInsignis Mediac2011300  a460 [4] s.c21 cm650  a800700  a9378920  a978-83-61428-37-4|Bowden, Oliver|Assassin's Creed: Bractwo.|Insignis Media|Kraków|2011|fantastyka|Beletrystyka
3178|001  amol2000080  a821.162.1-3100  a9379245  aZdarza sięcJarek Szulski260  aWarszawabJS & Coc2011300  a516 [4] s.c21 cm650  a1920  a978-83-931806-1-5|Szulski, Jarek|Zdarza się|JS & Co|Warszawa|2011|beletrystyka|Beletrystyka
3179|001  amol2000080  a821.111(73)-3100  a6961245  aŚwięta z kardynałemcFannie Flagg ; z ang. przeł. Wojciech Szypuła260  aWarszawabNowa Prozac2011300  a213 [11] s.c20cm650  a3700  a6224920  a978-83-7534-045-7|Flagg, Fannie (1944- ).|Święta z kardynałem|Nowa Proza|Warszawa|2011|beletrystyka|Beletrystyka
3180|001  amol2000080  a821.162.1-3100  a9380245  aSadcAgnieszka Marciniuk260  aPoznańbZysk i S-ka Wydawnictwoc2011300  a420 [3] s.c24 cm650  a1920  a978-83-7506-844-3|Marciniuk, Agnieszka|Sad|Zysk i S-ka Wydawnictwo|Poznań|2011|beletrystyka|Beletrystyka
3181|001  amol2000100  a9381245  aCzas tajemniccMarcel Pagnol ; przeł. Małgorzata Paszke260  aKrakówbWydawnictwo Espritc2011300  a359, [1] s.bil.c20 cm440  a435xv500  aTyt. oryg.: "Les temps des secrets" 2004. Na okł.: Nowe przygody Marcela, |Pagnol, Marcel (1895-1974).|Czas tajemnic|Wydawnictwo Esprit|Kraków|2011|beletrystyka|Beletrystyka
3182|001  amol2000080  a821.162.1-3100  a8874245  aPowrót do PoziomkicKatarzyna Michalak260  aKrakówbWydawnictwo Literackiec2011300  a291, [4] s.c21 cm650  a1920  a978-83-08-04771-2 (opr.).- 978-83-08-04770-5|Michalak, Katarzyna (1969- ).|Powrót do Poziomki|Wydawnictwo Literackie|Kraków|2011|beletrystyka|Beletrystyka
3183|001  amol2000080  a821.162.1-3100  a6497245  aSprawa Niny S.cMaria Nurowska260  aWarszawabWydawnictwo W.A.B.c2009300  a292, [4] s.c21 cm650  a1920  a978-83-7414-620-3|Nurowska, Maria (1944- ).|Sprawa Niny S.|Wydawnictwo W.A.B.|Warszawa|2009|beletrystyka|Beletrystyka
3184|001  amol2000080  a821.162.1-3100  a8874245  aBogusiacKatarzyna Michalak260  aWarszawabWydawnictwo "Nasza Księgarnia"ccop. 2011300  a313, [7] s.c21 cm440  a436xv650  a1920  a978-83-10-12025-0|Michalak, Katarzyna (1969- ).|Bogusia|Wydawnictwo "Nasza Księgarnia"|Warszawa|cop. 2011|beletrystyka|Beletrystyka
3185|001  amol2000080  a929-051(438)"20"100  a9383245  aMarzenia i tajemnicecDanuta Wałęsa ; oprac. Piotr Adamowicz260  aKrakówbWydawnictwo Literackieccop. 2011300  a546, [5] s.bil.c21 cme1 płyta (DVD)500  aIndeks650  a2433650  a1881650 |Wałęsa, Danuta (1949- ).|Marzenia i tajemnice|Wydawnictwo Literackie|Kraków|cop. 2011|biografie|Naukowe i popularnonaukowe
3186|001  amol2000080  a821.162.1-3100  a7292245  aMariola, moje krople...cMałgorzata Gutowska-Adamczyk260  aWarszawabŚwiat Książkic2011300  a302, [1] s.c20 cm500  aPubl. klubu Świat Książki nr 8023650  a1920  a978-83-247-2281-5|Gutowska-Adamczyk, Małgorzata.|Mariola, moje krople...|Świat Książki|Warszawa|2011|beletrystyka|Beletrystyka
3187|001  amol2000080  a910(520)100  a9385245  aJapoński wachlarzbpowrotycJoanna Bator250  aWyd. 2. popr. i poszerz260  aWarszawabWydawnictwo W.A.B.c2011300  a370, [6] s., [48] s. tabl.bil. kolor.c21 cm440  a437xv650  a2437650  a2438|Bator, Joanna (1968- ).|Japoński wachlarz : powroty|Wydawnictwo W.A.B.|Warszawa|2011|opisy krajów|Inne
3188|001  amol2000080  a929-051(438)"20"100  a9386245  aOłówekcKatarzyna Rosicka-Jaczyńska260  aŁódźbWydawnictwo Poligrafc2011300  a298, [1] s.c21 cm650  a2439650  a2440650  a2441920  a978-83-62752-47-8|Rosicka-Jaczyńska, Katarzyna.|Ołówek|Wydawnictwo Poligraf|Łódź|2011|pamiętniki osobiste|Inne
3189|001  amol2000080  a821.131.1-3100  a6506245  aCmentarz w PradzecUmberto Eco ; przeł. Krzysztof Żaboklicki260  aWarszawabOficyna Literacka Noir sur Blancc2011300  a501, [3] s.bil.c24 cm500  aTyt. oryg.: "Il cimitero di Praga" 2010650  a23|Eco, Umberto (1932- ).|Cmentarz w Pradze|Oficyna Literacka Noir sur Bla|Warszawa|2011|sensacja|Beletrystyka
3190|001  amol2000080  a821.162.1-3100  a6874245  aMój przyjaciel KaligulacJacek Piekara ; il. Jarosław Musiał260  aLublinbFabryka Słówc2011300  a495, [9] s.bil.c21 cm440  a129xv500  aNa s. przedtyt.: Część tekstów została opublikowana w zb|Piekara, Jacek (1965- ).|Mój przyjaciel Kaligula|Fabryka Słów|Lublin|2011|fantastyka|Beletrystyka
3191|001  amol2000080  a821.162.1-3100  a9389245  aCudowne życie Staśka i innych aniołówcTeresa Anna Aleksandrowicz260  aWarszawabPrószyński Mediac2011300  a431, [1] s.c20 cm650  a1920  a978-83-7648-734-2|Aleksandrowicz, Teresa Anna (1946- ).|Cudowne życie Staśka i innych aniołów|Prószyński Media|Warszawa|2011|beletrystyka|Beletrystyka
3192|001  amol2000080  a821.162.1-3100  a9390245  aZakon Krańca ŚwiatacMaja Lidia Kossakowska ; il. Dominik BronieknT. 1250  aWyd. 2260  aLublinbFabryka Słówc2011300  a485, [3] s.bil.c20 cm440  a129xv650  a800700  a6431920  a978-83-7|Kossakowska, Maja Lidia (1972- ).|Zakon Krańca Świata|Fabryka Słów|Lublin|2011|fantastyka|Beletrystyka
3378|001  amol2000080  a272:3-027.21:172100  a5930245  aOdpowiem na twoje pytaniacbł. Jan Paweł II ; oprac. Małgorzata Pabis260  aKrakówbWydawnictwo św. Stanisława BMc2011300  a497, [1] s.c21 cm500  aNa okł.: 222 odpowiedzi Błogosławionego. - In|Jan Paweł II (papież ; 1920-2005).|Odpowiem na twoje pytania|Wydawnictwo św. Stanisława BM|Kraków|2011|religie|Naukowe i popularnonaukowe
3582|001  amol2000080  a821.162.1-3100  a9785245  aStateczna i postrzelonacMonika Szwaja260  aWarszawabPrószyński i S-kac2009300  a479, [1] s.c20 cm650  a1920  a978-83-7469-820-7|Szwaja, Monika (1949- ).|Stateczna i postrzelona|Prószyński i S-ka|Warszawa|2009|beletrystyka|Beletrystyka
3583|001  amol2000080  a821.162.1-3100  a9784245  aBibliotekarkicTeresa Monika Rudzka260  aKrakówbKsięgarnia Wydawnictwo Skrzat Stanisław Porębskic2010300  a296, [2] s.c20 cm650  a1920  a978-83-7437-615-0|Rudzka, Teresa Monika.|Bibliotekarki|Księgarnia Wydawnictwo Skrzat |Kraków|2010|beletrystyka|Beletrystyka
3584|001  amol2000080  a821.111(94)-3100  a8242245  aZwiadowcycJohn Flanagan ; przeł. Stanisław KroszczyńskinKs. 10pCesarz Nihon-Ja260  aWarszawabJaguarc2012300  a567 [1] s.c20 cm650  a800700  a8241920  a978-83-7686-051-0|Flanagan, John|Zwiadowcy|Jaguar|Warszawa|2012|fantastyka|Beletrystyka
3585|001  amol2000080  a821.162.1-3100  a9786245  aKobiety z domu SonicSabina Czupryńska260  aWarszawabPrószyński i S-kac2012300  a83, [2] s.c21 cm650  a1920  a978-83-7839-035-0|Czupryńska, Sabina (1977- ).|Kobiety z domu Soni|Prószyński i S-ka|Warszawa|2012|beletrystyka|Beletrystyka
3586|001  amol2000080  a821.162.1-3100  a9787245  aGotowe na zmianycKrystyna Śmigielska260  aZakrzewobWydawnictwo Replikaccop. 2011300  a286, [2] s.c20 cm650  a1920  a978-83-7674-155-0|Śmigielska, Krystyna (1957- ).|Gotowe na zmiany|Wydawnictwo Replika|Zakrzewo|cop. 2011|beletrystyka|Beletrystyka
3587|001  amol2000080  a821.111-3100  a6895245  aAle to nie wszystkocJeffrey Archer ; przeł. Danuta Sękalska250  aWyd. 1. (dodr.)260  aPoznańbDom Wydawniczy Rebisc2010300  a295, [1] s.c22 cm700  a6896920  a978-83-7510-579-7|Archer, Jeffrey (1940- ).|Ale to nie wszystko|Dom Wydawniczy Rebis|Poznań|2010|sensacja|Beletrystyka
3669|001  amol2000080  a94(47+57)"19"100  a9887245  aBiałe plamy - czarne plamy
bsprawy trudne w polsko-rosyjskich stosunkach 1918-2008
cpod red. Adama Daniela Rotfelda i Anatolija W. Torkunowa ; Polsko-Rosyjska Grupa do Spraw Trudnych ; [tł. tekstów ros.|Rotfeld, Adam Daniel (1938- ). Red.|Białe plamy - czarne plamy : sprawy trudne w polsk|Polski Instytut Spraw Międzyna|Warszawa|2010|historia powszechna|Naukowe i popularnonaukowe
3670|001  amol2000100  a9890245  a100 lat komunikacji miejskiej w TarnowiecPiotr Filip (red.)260  aTarnówbMPK Sp. z o. o.c2011300  a128 s.bil.c31 s.650  a2804920  a978-83-92982-1-4|(red.), Piotr Filip|100 lat komunikacji miejskiej w Tarnowie|MPK Sp. z o. o.|Tarnów|2011|tarnoviana|Inne
3671|001  amol2000080  a821.162.1-3:398.2100  a9891245  aTarnów i jego okolice w legendziecRenata Iwaniec ; Miejska Biblioteka Publiczna im. J. Słowackiego w Tarnowie250  a[Wyd. 2 popr.]260  aTarnówbMBPc1998300  a100 s.bil., fot.c21 cm500  aT|Iwaniec, Renata.|Tarnów i jego okolice w legendzie|MBP|Tarnów|1998|tarnoviana|Inne
3673|001  amol2000080  a821.162.1-2100  a8171245  aMoralność pani DulskiejcGabriela Zapolska ; oprac. Anna Popławska, Ewa Tondera250  aWyd. 2 rozszerz. i uzup.260  aKrakówbGregc2010300  a133 [1] s.bil. c20 cm440  a51xv650  a325700  a596|Zapolska, Gabriela (1857-1921).|Moralność pani Dulskiej|Greg|Kraków|2010|lektury|Lektury
3674|001  amol2000080  a821.162.1-3100  a6913245  aLudzie bezdomnicStefan Żeromski ; oprac. Anna Popławska, Honorata Liszka250  aWyd. 2 rozszerz. i uzup.260  aKrakówbGregc2011300  a262 s.bil.c20 cm440  a51xv650  a869700  a5963700  a98|Żeromski, Stefan (1864-1925).|Ludzie bezdomni|Greg|Kraków|2011|lektury|Lektury
3675|001  amol2000080  a821.162.1-3100  a6913245  aPrzedwiośniecStefan Żeromski ; oprac. Anna Popławska, Honorata Liszka250  aWyd. 2 rozszerz. i uzup.260  aKrakówbGregc2012300  a272 s.bil.c20 cm650  a16700  a5963700  a9896920  a978-83-7|Żeromski, Stefan (1864-1925).|Przedwiośnie|Greg|Kraków|2012|lektury|Lektury
3676|001  amol2000080  a821.162.1-3100  a9897245  aChłopicWładysław Stanisław Reymont ; oprac. Anna Popławska, Maria  Zagnińska250  aWyd. 2 rozszerz. i uzup.260  aKrakówbGregc2011300  a717 [1] s.bil.c20 cm440  a51xv650  a16700  a59637|Reymont, Władysław Stanisław|Chłopi|Greg|Kraków|2011|lektury|Lektury
3677|001  amol2000080  a820.111.1-2100  a4093245  aMakbetcWilliam Szekspir ; oprac. Wojciech Rzehak, Katarzyna Duda-Kaptur250  aWyd. 2 rozszerz. i uzup.260  aKrakówbGregc2011300  a141 s.bil.c20 cm440  a51xv650  a693700  a6167700  a989|Szekspir, William|Makbet|Greg|Kraków|2011|lektury|Lektury
2082|001  amol2000080  a821.162.1-1100  a5938245  aPan TadeuszcAdam Mickiewicz ; oprac. Barbara Włodarczyk250  aWyd. 2 rozszerz. i uzup.260  aKrakówbGregc2011300  a334 s.bil.c21 cm500  aopracowanie650  a51920  a978-83-7327-192-0|Mickiewicz, Adam (1798-1855).|Pan Tadeusz|Greg|Kraków|2011|lektury|Lektury
3678|001  amol2000080  a821.162.1-2100  a7096245  aWeselecStanisław Wyspiański ; oprac. Anna Popławska,  Sylwia Wójtowicz250  aWyd. 2 rozszerz. i uzup.260  aKrakówbGregc2011300  a222 s.bil.c20 cm650  a325700  a5963700  a9900920  a978-83|Wyspiański, Stanisław (1869-1907).|Wesele|Greg|Kraków|2011|lektury|Lektury
2077|001  amol2000080  a821.162.1-2100  a6638245  aKordiancJulisz Słowacki250  aWyd. 2 rozszerz. i uzup.260  aKrakówbGregc2011300  a128 s.c21 cm500  aopracowanie650  a391920  a978-83-7327-167-8|Słowacki, Juliusz (1809-1849).|Kordian|Greg|Kraków|2011|dramat|Lektury
3679|001  amol2000080  a821.162.1-2100  a7423245  aSzewcycStanisław Ignacy Witkiewicz ; oprac. Wojciech Rzehak, Agnieszka Woźny250  aWyd. 2 rozszerz. i uzup.260  aKrakówbGregc2011300  a96 s.bil.c20 cm440  a51xv650  a325700  a6167700  |Witkiewicz, Stanisław Ignacy (1885-1939).|Szewcy|Greg|Kraków|2011|lektury|Lektury
3680|001  amol2000080  a821.162.1-2100  a5938245  aDziadycAdam Mickiewicz ; oprac. Wojciech Rzehak250  aWyd. 2 rozszerz. i uzup.260  aKrakówbGregc2012300  a290 s.bil.c20 cm440  a51xv650  a391700  a6167920  a978-83-7327-183-8|Mickiewicz, Adam (1798-1855).|Dziady|Greg|Kraków|2012|lektury|Lektury
3681|001  amol2000080  a821.161.1-3100  a5964245  aZbrodnia i karacFedor Mihajlovic Dostoevskij ; oprac. Katarzyna Duda-Kaptur, Zbigniew Podgórzec250  aWyd. 2 rozszerz. i uzup.260  aKrakówbGregc2012300  a496 s.bil.c20 cm440  a51xv650  a73|Dostoevskij, Fedor Mihajlovič (1821-1881).|Zbrodnia i kara|Greg|Kraków|2012|lektury|Lektury
3682|001  amol2000080  a821.112.2-3100  a5982245  aCierpienia młodego WerteracJohann Wolfgang Goethe ; oprac. Wojciecj Rzehak, Sylwia  Wójtowicz250  aWyd. 2 rozszerz. i uzup.260  aKrakówbGregc2011300  a110 s.bilc20 cm440  a51xv650  a837|Goethe, Johann Wolfgang von (1749-1832).|Cierpienia młodego Wertera|Greg|Kraków|2011|lektury|Lektury
3979|001  amol2000080  a629.3100  a10239245  aSzerokiej drogibDoskonalenie techniki jazdycSobiesław Zasada260  aBielsko-BiałabWydawnicywo "Sto"c[2012]300  a197 [1] s.; 39 s. zil.bil.c34 cm650  a3000650  a2007920  a978-83-60003-29-9|Zasada, Sobiesław|Szerokiej drogi : Doskonalenie techniki jazdy|Wydawnicywo "Sto"|Bielsko-Biała|[2012]|technika środków tra|Inne
4153|001  amol2000080  a821.162.1-1100  a10413245  aWystarczycWisława Szymborska260  aKrakówbWydawnictwo a5ccop. 2011300  a53, [3] s.bil.c21440  a27xvt. 74650  a122920  a978-83-61298-35-9|Szymborska, Wisława (1923-2012).|Wystarczy|Wydawnictwo a5|Kraków|cop. 2011|poezja|Beletrystyka
4152|001  amol2000080  a821.111-3100  a10412245  aChemia śmiercicSimon Beckett ; przekł. Jan Kraśko250  aWyd. 6260  aWarszawabWydawnictwo Amberc2011300  a382, [1] s.c21 cm500  aTyt. oryg.: "The chemistry of death" 2006650  a116700  a6191|Beckett, Simon.|Chemia śmierci|Wydawnictwo Amber|Warszawa|2011|sensacja|Beletrystyka
4154|001  amol2000080  a821.111(73)-3100  a10414245  aSłodka leniwa GeorgiacFrances Mayes ; przeł. Małgorzata Dobrowolska260  aWarszawabPrószyński Mediac2012300  a351, [1] s.c21 cm650  a3700  a10415920  a978-83-7839-019-0|Mayes, Frances (1941- ).|Słodka leniwa Georgia|Prószyński Media|Warszawa|2012|beletrystyka|Beletrystyka
4155|001  amol2000080  a821.162.1-3100  a6312245  aLilkacMałgorzata Kalicińska 260  aPoznańbZysk i S-ka Wydawnictwoc2012300  a519 [1] s.c23 cm650  a1920  a978-83-7785-014-5|Kalicińska, Małgorzata|Lilka|Zysk i S-ka Wydawnictwo|Poznań|2012|beletrystyka|Lektury
4156|001  amol2000080  a821.162.1-1100  a10413245  aTutajbHere : new poemscWisława Szymborska ; przekł. Clare Cavanagh250  aWyd. 2260  aKrakówbSpołeczny Instytut Wydawniczy Znakc2012300  a76, [4] s.c21 cme1 dysk optyczny (CD)500  aTekst równ|Szymborska, Wisława (1923-2012).|Tutaj : Here : new poems|Społeczny Instytut Wydawniczy |Kraków|2012|poezja|Beletrystyka
4157|001  amol2000080  a821.111(73)-3100  a10417245  aWróżebna machinacTerry Goodkind ; przeł. Lucyna Targosz260  aPoznańbDom Wydawniczy Rebisc2012300  a356, [1] s.c20 cm440  a515xv650  a800700  a10418920  a978-83-7510-796-8|Goodkind, Terry (1948- ).|Wróżebna machina|Dom Wydawniczy Rebis|Poznań|2012|fantastyka|Beletrystyka
4158|001  amol2000080  a821.111(73)-3100  a10419245  aGłos sercacJodi Picoult ; przeł. Agnieszka Barbara Ciepłowska260  aWarszawabPrószyński Mediac2012300  a555, [1] s.c20 cm650  a3700  a10420920  a978-83-7839-150-0|Picoult, Jodi (1966- ).|Głos serca|Prószyński Media|Warszawa|2012|beletrystyka|Beletrystyka
4159|001  amol2000080  a929-051A/Z100  a2555245  aTak sobie myślęcJerzy Stuhr260  aKrakówbWydaw. Literackiec2012300  a267 [3] s.bil.c21 cm650  a3146920  a978-83-08-04957-0|Stuhr, Jerzy (1947- )|Tak sobie myślę|Wydaw. Literackie|Kraków|2012|pamiętniki osobiste|Beletrystyka
4160|001  amol2000080  a929-051(439)A/Z100  a6330245  aPrawdziwe życiecFerenc Maté ; przeł. Jan Hensel260  aWarszawabPrószyński i S-kac2012300  a252 [4] s.c20 cm650  a344700  a10421920  a978-83-7839-169-2|Maté, Ferenc (1945- ).|Prawdziwe życie|Prószyński i S-ka|Warszawa|2012|pamiętniki osobiste|Beletrystyka
4161|001  amol2000080  a910.4100  a10422245  aSzlaki człowiekabPodróże drogami światacTed Conover ; z ang. przeł. Paweł Schreiber260  aWołowiecbWydawnictwo Czarnec2011300  a47788bil.c20 cm650  a3147700  a10423920  a978-83-7536-280-0|Conover, Ted|Szlaki człowieka : Podróże drogami świata|Wydawnictwo Czarne|Wołowiec|2011|podróże|Inne
4162|001  amol2000080  a821.111-3100  a10424245  aWiosnacWilliam Horwood ; przekł. Cezary Frąc260  aWarszawabWydawnictwo Amberc2010300  a447, [1] s.c21 cm440  a516xv500  aTyt. oryg. cyklu: "Hyddenworld"650  a800700  a7444920  a978-83-2|Horwood, William (1944- ).|Wiosna|Wydawnictwo Amber|Warszawa|2010|fantastyka|Beletrystyka
4163|001  amol2000080  a821.111(73)-3100  a10425245  aKrólewska krewbWieża elfówcMichael J. Sullivan ; przeł. Edward Marek Szmigiel260  aWarszawabPrószyński Mediac2011300  a727, [1] s.c20 cm440  a517xv440  a429xv500  aTyt. oryg.: "The c|Sullivan, Michael J. (1961- ).|Królewska krew : Wieża elfów|Prószyński Media|Warszawa|2011|fantastyka|Beletrystyka
4164|001  amol2000080  a821.133.1-3100  a10427245  aMapa i terytoriumcMichael Houellebecq ; przeł. Beata Geppert260  aWarszawabWydawnictwo W.A.Bc2011300  a381, [3] s.c20 cm440  a518xv500  aTyt. oryg.: "La carte et le territoire" 2010650  a|Houellebecq, Michel (1956- ).|Mapa i terytorium|Wydawnictwo W.A.B|Warszawa|2011|beletrystyka|Beletrystyka
4165|001  amol2000080  a821.111(73)-3100  a5933245  aŚwit półksiężycacClive Cussler [oraz] Dirk Cussler ; przekł. Maciej Pintara260  aWarszawabWydawnictwo Amberc2011300  a414, [1] s.c21 cm650  a3700  a6532700  a5935920  a978-83-241-4069-5
|Cussler, Clive (1931- ).|Świt półksiężyca|Wydawnictwo Amber|Warszawa|2011|sensacja|Beletrystyka
4169|001  amol2000080  a821.133.1-3100  a6069245  aKobieta w lustrzecEric-Emmanuel Schmitt ; tł. Łukasz Müller260  aKrakówbSpołeczny Instytut Wydawniczy Znakc2012300  a456, [1] s.c21 cm440  a519xv500  aTyt. oryg.: "La femme au miroir" 2011|Schmitt, Éric-Emmanuel (1960- ).|Kobieta w lustrze|Społeczny Instytut Wydawniczy |Kraków|2012|beletrystyka|Beletrystyka
4170|001  amol2000080  a821.162.1-3100  a10432245  aSielsko i diabelskocBeata Kępińska260  aPoznańbZysk i S-kac2011300  a391 s.c23 cm650  a1920  a978-83-7506-843-6|Kępińska, Beata|Sielsko i diabelsko|Zysk i S-ka|Poznań|2011|beletrystyka|Beletrystyka
4171|001  amol2000080  a615.85100  a10433245  aWiedza lecznicza św. Hildegardy z Bingen od A do Zbjak być zdrowym "od stóp do głów"cWighard Strehlow ; tł. Edyta Panek260  aKrakówbWydawnictwo Espritc2010300  a394, [6] s.c20 cm500  aBibliogr. s. |Strehlow, Wighard (1939- ).|Wiedza lecznicza św. Hildegardy z Bingen od A do Z|Wydawnictwo Esprit|Kraków|2010|medycyna|Naukowe i popularnonaukowe
